pitch,mph,exit_velocty,pitcher,batter,dist,spin_rate,launch_angle,zone,date,count,inning,pitch_result,pitch_id
CH,83.4,,"Beliveau, Jeff","Correa, Carlos",,1693,,9,2017-07-07,0-0,Top 8,called_strike,2eb6cd24-2ea3-4963-9559-0589eb28c787
FT,92.3,85.9,"Liriano, Francisco","Correa, Carlos",4,1943,-35,11,2017-07-06,1-1,Top 5,hit_into_play,9d4f5736-ea69-4807-9bae-8e63fbebb2da
FF,93.8,,"Liriano, Francisco","Correa, Carlos",,1977,,14,2017-07-06,1-0,Top 5,called_strike,75ab8f97-2e28-43dd-a5e6-0891fdfc7504
FT,92.9,,"Liriano, Francisco","Correa, Carlos",,2016,,14,2017-07-06,0-0,Top 5,ball,e03c5a83-795d-4ae9-aac8-468943b5c82d
CH,88.7,,"Liriano, Francisco","Correa, Carlos",,1816,,13,2017-07-06,3-1,Top 3,ball,468e8740-df89-4f6a-8e0f-c4f3cefbc149
FT,94.0,,"Liriano, Francisco","Correa, Carlos",,2067,,3,2017-07-06,3-0,Top 3,called_strike,028b3743-1170-42e5-a968-af2fb0d233c5
SL,85.7,,"Liriano, Francisco","Correa, Carlos",,2170,,14,2017-07-06,2-0,Top 3,ball,10717366-f45a-411a-b396-9d5ff52c8496
FF,92.1,,"Liriano, Francisco","Correa, Carlos",,1946,,14,2017-07-06,1-0,Top 3,ball,c85026c9-c16c-4d26-8594-1b442f5770e7
FT,91.4,,"Liriano, Francisco","Correa, Carlos",,1897,,14,2017-07-06,0-0,Top 3,ball,948f55bd-aca2-44fa-9a39-f6ba94a3f92f
FC,89.0,47.3,"Tepera, Ryan","Correa, Carlos",1,2490,-73,5,2017-07-06,2-1,Top 7,hit_into_play,c1b5aada-bea7-460d-aae4-dfeac6954a3a
FC,88.8,,"Tepera, Ryan","Correa, Carlos",,2404,,14,2017-07-06,1-1,Top 7,blocked_ball,50b2a0f9-1906-4d08-ace7-da7e8d31437d
FF,94.9,76.9,"Tepera, Ryan","Correa, Carlos",225,2341,46,6,2017-07-06,1-0,Top 7,foul,d68c8c70-9ede-4ecf-b02c-055978045d19
FC,89.2,,"Tepera, Ryan","Correa, Carlos",,2579,,14,2017-07-06,0-0,Top 7,blocked_ball,8758a321-5eee-4534-821a-0be17f68a454
FC,91.6,86.1,"Osuna, Roberto","Correa, Carlos",20,2365,-6,6,2017-07-06,3-2,Top 9,hit_into_play,c2f5e0c9-8b7f-4031-b38d-ca189bf462e4
SL,85.7,109.9,"Liriano, Francisco","Correa, Carlos",34,2317,-2,5,2017-07-06,0-0,Top 1,hit_into_play,6dc1397f-1e85-4405-b72c-65c05dc53802
SL,87.1,,"Osuna, Roberto","Correa, Carlos",,2509,,14,2017-07-06,2-2,Top 9,ball,da6e9120-d0cc-47f1-b5aa-3698a66b5284
SL,86.7,,"Osuna, Roberto","Correa, Carlos",,2485,,14,2017-07-06,1-2,Top 9,ball,901c197c-da8d-4d60-b0f3-52bb0d714415
FT,95.2,,"Osuna, Roberto","Correa, Carlos",,2335,,13,2017-07-06,1-1,Top 9,called_strike,281ba303-73f6-4011-8f73-0b8da057c09d
FC,90.6,43.3,"Osuna, Roberto","Correa, Carlos",11,2530,-9,6,2017-07-06,1-0,Top 9,foul,ebb47704-99a5-4369-8f44-df28270e55df
FC,90.7,,"Osuna, Roberto","Correa, Carlos",,2450,,14,2017-07-06,0-0,Top 9,ball,db9ed4f3-2b60-4836-8beb-d556910469a8
FF,92.2,,"Newcomb, Sean","Correa, Carlos",,2221,,13,2017-07-04,3-0,Top 4,ball,0d171b4b-e486-4154-8fbd-8d58810a9f97
FF,93.1,,"Newcomb, Sean","Correa, Carlos",,2202,,13,2017-07-04,2-0,Top 4,blocked_ball,a17efac8-2aa9-4cb5-bcd8-5ebe34bd77aa
CU,76.4,,"Newcomb, Sean","Correa, Carlos",,2914,,12,2017-07-04,1-0,Top 4,ball,1a662499-eae1-4458-bb45-7c423dd7f4a2
FF,93.0,,"Newcomb, Sean","Correa, Carlos",,2150,,14,2017-07-04,0-0,Top 4,ball,18e1d037-ca7f-4d17-83e9-3d599e2205cb
CU,79.6,96.4,"Newcomb, Sean","Correa, Carlos",275,2950,14,14,2017-07-04,3-2,Top 3,hit_into_play,5e3f3555-7665-4467-b6ab-9ab8e66f0e43
FF,95.0,46.3,"Newcomb, Sean","Correa, Carlos",26,2243,-1,14,2017-07-04,3-2,Top 3,foul,7dc1c17c-962e-4330-9c30-b8ac35165a0a
CU,78.4,,"Newcomb, Sean","Correa, Carlos",,2745,,6,2017-07-04,3-1,Top 3,called_strike,737fab6d-cb56-46d7-baab-68bef01ff6c0
FF,93.0,,"Newcomb, Sean","Correa, Carlos",,2229,,5,2017-07-04,3-0,Top 3,called_strike,c6234051-7add-4480-911e-6289bdc1f5bb
CH,85.1,,"Newcomb, Sean","Correa, Carlos",,1444,,14,2017-07-04,2-0,Top 3,ball,f77011a9-f927-4e0e-80b8-4c93cdbd6428
FF,93.7,,"Newcomb, Sean","Correa, Carlos",,2128,,14,2017-07-04,1-0,Top 3,blocked_ball,36a90532-2266-4ba7-bb9c-f40356a97d96
FF,94.0,,"Newcomb, Sean","Correa, Carlos",,2105,,12,2017-07-04,0-0,Top 3,ball,d0ebc9f7-742d-4c55-afbb-908a0fd6be28
FF,94.1,55.2,"Newcomb, Sean","Correa, Carlos",99,2175,16,5,2017-07-04,0-0,Top 1,hit_into_play,0dd40679-31f0-4103-95b8-7e230bb73cc2
CH,85.6,103.9,"Severino, Luis","Correa, Carlos",42,1580,0,7,2017-07-02,0-0,Bot 4,hit_into_play,6cccf108-9d97-4100-9d62-a179580770f4
CH,90.0,,"Severino, Luis","Correa, Carlos",,1615,,6,2017-07-02,1-2,Bot 3,called_strike,2eaba2c9-ccb9-4071-8573-d8c9fe18cfd2
SL,86.3,,"Severino, Luis","Correa, Carlos",,,,14,2017-07-02,1-1,Bot 3,foul,5c87a6d3-ba8a-4c3e-82eb-990289429b61
SL,86.9,,"Severino, Luis","Correa, Carlos",,2640,,14,2017-07-02,0-1,Bot 3,ball,d0cc9324-d8f9-4751-8c59-3e45c53907e3
CH,85.2,,"Severino, Luis","Correa, Carlos",,1631,,6,2017-07-02,0-0,Bot 3,called_strike,859725ba-c7e9-4c86-8aa3-42d36a3392f4
CU,82.9,53.6,"Germán, Domingo","Correa, Carlos",1,2732,-53,14,2017-07-02,0-1,Bot 8,hit_into_play,3545ae3a-a74f-47a9-9ca6-b6fc76695793
FT,96.6,,"Germán, Domingo","Correa, Carlos",,2452,,7,2017-07-02,0-0,Bot 8,called_strike,b811750a-e11f-4301-88a0-6f0f8fd65c6f
FF,91.0,97.7,"Webb, Tyler","Correa, Carlos",82,2208,2,2,2017-07-02,0-2,Bot 6,hit_into_play,95e8731d-080a-4beb-b32f-5f3e02ba16c3
FF,96.8,96.8,"Severino, Luis","Correa, Carlos",351,2255,20,11,2017-07-02,0-2,Bot 1,hit_into_play,e2721fc8-064d-4dfd-853a-28504565be85
FF,96.4,79.3,"Severino, Luis","Correa, Carlos",157,2394,14,4,2017-07-02,0-1,Bot 1,foul,3cdb3ee8-b308-4064-afc8-42d374343ede
FF,90.3,,"Webb, Tyler","Correa, Carlos",,2315,,11,2017-07-02,0-1,Bot 6,foul,a10d871c-1de8-4529-8cbd-f487401ce7ff
FF,96.4,98.0,"Severino, Luis","Correa, Carlos",291,2356,17,8,2017-07-02,0-0,Bot 1,foul,d547a5e3-2b77-4dc4-9e49-ac17bf775eab
CH,80.1,,"Webb, Tyler","Correa, Carlos",,1829,,12,2017-07-02,0-0,Bot 6,called_strike,93982b91-9a77-4d3f-aa80-20fa42fd7293
FF,92.2,101.1,"Montgomery, Jordan","Correa, Carlos",380,2100,28,2,2017-07-01,2-1,Bot 6,hit_into_play,6c876072-e706-444d-b6ff-9059b538b366
CH,83.9,,"Montgomery, Jordan","Correa, Carlos",,1903,,12,2017-07-01,1-1,Bot 6,ball,6e816d28-ba5e-4ac2-a846-8aed2be8bbf9
CH,84.3,,"Montgomery, Jordan","Correa, Carlos",,1801,,12,2017-07-01,0-1,Bot 6,ball,146bf837-14a2-47a2-bae5-fe0ed85fce42
FT,93.5,,"Montgomery, Jordan","Correa, Carlos",,2350,,12,2017-07-01,0-0,Bot 6,foul,6ece34a1-914b-422e-8dac-d9850fd9c78d
FF,91.1,93.9,"Montgomery, Jordan","Correa, Carlos",282,2215,51,5,2017-07-01,2-1,Bot 4,hit_into_play,1746d2f2-881d-457d-b06e-93518959910c
CU,79.9,,"Montgomery, Jordan","Correa, Carlos",,2405,,12,2017-07-01,1-1,Bot 4,ball,4c74f2e6-2f29-4aa6-a728-5a5d7ff9157b
CH,84.2,,"Montgomery, Jordan","Correa, Carlos",,2020,,13,2017-07-01,0-1,Bot 4,ball,3a54fbdd-08f7-4462-b2ed-0b25693bc864
CU,78.9,,"Montgomery, Jordan","Correa, Carlos",,2404,,6,2017-07-01,0-0,Bot 4,called_strike,9ee08c5f-b2a3-4a72-8e4e-75e8dd9e5f78
SL,88.8,96.8,"Betances, Dellin","Correa, Carlos",13,2822,-9,6,2017-07-01,2-2,Bot 8,hit_into_play,0a0bea74-46f0-48df-a5ec-5fd2a6e8d617
SL,87.5,,"Betances, Dellin","Correa, Carlos",,2755,,14,2017-07-01,1-2,Bot 8,blocked_ball,fe53404a-13dd-47a5-8596-96aa7c551303
SL,89.6,,"Betances, Dellin","Correa, Carlos",,2850,,14,2017-07-01,0-2,Bot 8,ball,8baa2472-cb84-42fa-ae63-cd5fbc646872
FF,100.3,94.6,"Betances, Dellin","Correa, Carlos",342,2502,31,3,2017-07-01,0-2,Bot 8,foul,4a5570f5-2380-41cb-8a69-02d6a86596f9
FF,99.8,,"Betances, Dellin","Correa, Carlos",,2509,,2,2017-07-01,0-2,Bot 8,foul,55cb7bfe-ba39-4367-a2ed-e2c3afce6a29
KC,84.9,,"Betances, Dellin","Correa, Carlos",,2890,,6,2017-07-01,0-1,Bot 8,called_strike,11c98f45-a228-4ea0-831c-3c35103b4dbc
KC,82.3,,"Betances, Dellin","Correa, Carlos",,2895,,5,2017-07-01,0-0,Bot 8,called_strike,8160f7a6-fb2f-4554-806a-e34084028aa0
CU,79.6,109.3,"Montgomery, Jordan","Correa, Carlos",15,2443,-7,8,2017-07-01,3-2,Bot 1,hit_into_play,844367c7-1b87-47fc-b875-3a2f992c6285
CH,83.5,,"Montgomery, Jordan","Correa, Carlos",,1993,,6,2017-07-01,3-1,Bot 1,called_strike,24cfdbd4-8967-40f6-8d1d-55f814e9dcad
SL,85.5,,"Montgomery, Jordan","Correa, Carlos",,2505,,13,2017-07-01,2-1,Bot 1,ball,8e254abc-4cad-4241-801a-cfc1c7f81a13
CH,83.2,,"Montgomery, Jordan","Correa, Carlos",,2065,,14,2017-07-01,1-1,Bot 1,ball,4befcec9-7834-4200-9877-fe3f53e82080
CU,82.7,,"Montgomery, Jordan","Correa, Carlos",,2602,,13,2017-07-01,0-1,Bot 1,ball,e091c68e-808d-4aec-b2d1-2e9bf0a05860
CU,79.5,,"Montgomery, Jordan","Correa, Carlos",,2416,,9,2017-07-01,0-0,Bot 1,called_strike,7413f719-04b4-4f23-b4db-ed4fc5092552
CH,90.9,81.4,"Pineda, Michael","Correa, Carlos",5,1846,-25,4,2017-06-30,0-2,Bot 5,hit_into_play,fd6acd91-1da0-4ac5-8841-6c6837307fe4
FF,94.1,83.1,"Pineda, Michael","Correa, Carlos",276,2175,35,11,2017-06-30,0-2,Bot 5,foul,bd8ab7ae-2715-4a45-b003-0a5832e5c89b
FF,93.1,83.8,"Pineda, Michael","Correa, Carlos",263,1973,40,7,2017-06-30,0-1,Bot 5,foul,bde27231-bb0f-4252-aa75-4a56bddcbe01
SL,86.0,94.7,"Pineda, Michael","Correa, Carlos",334,2067,34,5,2017-06-30,0-0,Bot 5,foul,d58617b9-867d-4ad8-94fe-8e6a1bf1d659
FF,94.9,110.6,"Pineda, Michael","Correa, Carlos",118,2123,4,6,2017-06-30,0-0,Bot 4,hit_into_play,4d108a63-8b1b-46e2-8852-0c5395a2290e
CU,84.4,91.2,"Mitchell, Bryan","Correa, Carlos",12,2762,-5,14,2017-06-30,0-2,Bot 8,hit_into_play,4f60bcee-7066-4e8f-bca1-b727c01c8d76
FC,91.7,,"Mitchell, Bryan","Correa, Carlos",,2465,,6,2017-06-30,0-1,Bot 8,called_strike,9374e5f0-b93a-48d9-b34a-0a6664f31d21
FC,94.1,,"Mitchell, Bryan","Correa, Carlos",,2500,,5,2017-06-30,0-0,Bot 8,called_strike,21075ba3-f5ad-4cdb-a68c-ab0860b1267c
SL,86.2,76.6,"Pineda, Michael","Correa, Carlos",12,1980,-5,14,2017-06-30,2-1,Bot 1,hit_into_play,3f8cc307-2547-4a16-887b-96290f2737e9
FF,93.3,,"Pineda, Michael","Correa, Carlos",,1882,,11,2017-06-30,1-1,Bot 1,ball,6c0a0f36-9fd1-4e7d-8ec0-fe9008827107
FF,96.0,85.4,"Pineda, Michael","Correa, Carlos",32,2120,-2,2,2017-06-30,1-0,Bot 1,foul,076f32ca-7b2f-463f-8e16-1c82fdc9bc0e
SL,86.3,,"Pineda, Michael","Correa, Carlos",,2044,,13,2017-06-30,0-0,Bot 1,ball,b983f523-2127-4384-ad2b-810362fe422d
FT,89.0,106.7,"Gossett, Daniel","Correa, Carlos",435,2308,26,7,2017-06-29,1-1,Bot 6,hit_into_play,cca1b592-c8ae-4344-97e9-d6ef8f565aaf
SL,81.2,,"Gossett, Daniel","Correa, Carlos",,,,9,2017-06-29,1-0,Bot 6,swinging_strike,295392ad-405d-4a4e-b7d2-768a9103aa06
FF,89.3,,"Gossett, Daniel","Correa, Carlos",,2350,,14,2017-06-29,0-0,Bot 6,ball,4c97f6ce-723c-4997-bd6b-6d027992bb79
SL,82.3,102.0,"Gossett, Daniel","Correa, Carlos",391,,28,3,2017-06-29,3-2,Bot 4,hit_into_play,7c657d95-1458-4fb9-bc1f-96a5283f1a38
FF,90.6,,"Gossett, Daniel","Correa, Carlos",,2382,,8,2017-06-29,3-1,Bot 4,called_strike,ac17b399-8a95-4868-9735-4c6b2803ebc1
SL,83.0,,"Gossett, Daniel","Correa, Carlos",,2367,,6,2017-06-29,3-0,Bot 4,called_strike,92817ab2-55ee-41ce-84be-d3bb2bd010c7
SL,82.6,,"Gossett, Daniel","Correa, Carlos",,2411,,14,2017-06-29,2-0,Bot 4,ball,33bd5591-2f9f-40e4-8189-553ba6002375
FT,91.2,,"Gossett, Daniel","Correa, Carlos",,2382,,13,2017-06-29,1-0,Bot 4,ball,235ef19b-b997-4f4b-9d9b-3e2c96712d89
SL,83.9,,"Gossett, Daniel","Correa, Carlos",,2571,,14,2017-06-29,0-0,Bot 4,ball,0d36e7d9-7215-4dc6-859b-7b62334f843d
FF,90.4,96.0,"Gossett, Daniel","Correa, Carlos",26,2429,-5,6,2017-06-29,0-0,Bot 2,hit_into_play,5a6e5967-5ffe-4dd4-859f-3734445291cd
FT,91.3,106.3,"Hahn, Jesse","Correa, Carlos",12,1903,-11,5,2017-06-28,1-1,Bot 2,hit_into_play,451b3e21-1a50-4b06-9200-e70b67d8f030
CU,76.7,,"Hahn, Jesse","Correa, Carlos",,3011,,14,2017-06-28,0-1,Bot 2,blocked_ball,c38903ac-8239-4028-be4f-42b5b3b78cce
FT,90.8,,"Hahn, Jesse","Correa, Carlos",,2180,,7,2017-06-28,0-0,Bot 2,called_strike,739cf0db-13a1-4e55-8f20-38403b0e3686
FC,89.0,108.3,"Smith, Josh A.","Correa, Carlos",224,2427,9,12,2017-06-28,2-2,Bot 3,hit_into_play,039f5f81-131d-4815-a0a7-9ca0b9c1d9d3
FF,91.3,,"Smith, Josh A.","Correa, Carlos",,2216,,13,2017-06-28,1-2,Bot 3,ball,b6e6926b-2f06-4eaf-a4eb-f4c0ccb17f4d
SL,84.7,,"Smith, Josh A.","Correa, Carlos",,2555,,14,2017-06-28,0-2,Bot 3,blocked_ball,d991da5e-51ed-427d-a230-29aff12f1ffd
FC,89.7,53.1,"Smith, Josh A.","Correa, Carlos",7,2508,-17,6,2017-06-28,0-1,Bot 3,foul,49e842f4-0c21-4314-9a1b-f925396ebc59
FC,88.9,,"Smith, Josh A.","Correa, Carlos",,2615,,14,2017-06-28,0-0,Bot 3,called_strike,2e46a59f-ab4c-4102-ae2d-0e3b31e5888b
FT,93.6,90.1,"Hahn, Jesse","Correa, Carlos",4,2315,-32,5,2017-06-28,3-1,Bot 1,hit_into_play,f2285cc7-a84d-454c-8814-ae1fdfd45c10
FT,94.0,,"Hahn, Jesse","Correa, Carlos",,2234,,6,2017-06-28,3-0,Bot 1,called_strike,c1991ce6-3247-42d0-ab13-87a903d9f6ec
FT,94.4,,"Hahn, Jesse","Correa, Carlos",,2366,,14,2017-06-28,2-0,Bot 1,ball,7e3818af-abd9-4cea-bba8-6ffbba7b56af
FT,94.4,,"Hahn, Jesse","Correa, Carlos",,2269,,14,2017-06-28,1-0,Bot 1,blocked_ball,8c75ea59-cbc3-4572-b51a-eb73ddbf0b5a
CU,77.4,,"Hahn, Jesse","Correa, Carlos",,3154,,14,2017-06-28,0-0,Bot 1,blocked_ball,f816cf53-aff7-46c6-9695-f8c33f930cbf
FT,95.3,,"Axford, John","Correa, Carlos",,2355,,7,2017-06-28,1-2,Bot 6,swinging_strike,80c77de2-9b97-4a98-9fc7-1cc5d9951348
CU,79.5,,"Axford, John","Correa, Carlos",,2289,,14,2017-06-28,1-1,Bot 6,swinging_strike,67ba452c-b366-42bd-ae08-94399fd4aae0
FT,95.2,,"Axford, John","Correa, Carlos",,2298,,13,2017-06-28,1-0,Bot 6,called_strike,01089843-e8fe-4e92-9a14-9f3a492d2655
SL,91.5,,"Axford, John","Correa, Carlos",,2519,,13,2017-06-28,0-0,Bot 6,ball,025bc5d9-9d5a-4e7b-be68-df014ac11220
FC,87.0,79.4,"Brady, Michael","Correa, Carlos",102,2443,77,5,2017-06-28,0-0,Bot 8,hit_into_play,a727800e-41ff-4510-8661-12890d6e35d9
SI,91.7,,"Manaea, Sean","Correa, Carlos",,2012,,14,2017-06-27,3-2,Bot 5,ball,e9e83e57-add9-4fbb-8623-62c7722fa64c
CH,84.2,,"Manaea, Sean","Correa, Carlos",,987,,14,2017-06-27,2-2,Bot 5,ball,845e7aa4-7e7c-4f1b-9c59-2babc0f79e57
SL,82.4,,"Manaea, Sean","Correa, Carlos",,2088,,13,2017-06-27,1-2,Bot 5,blocked_ball,5e2d08ad-9649-4ff8-abec-54caf4f6fdc0
CH,82.8,,"Manaea, Sean","Correa, Carlos",,1059,,9,2017-06-27,1-1,Bot 5,called_strike,31fa9b77-f8c0-4b4f-9890-d028930f800d
SI,92.9,,"Manaea, Sean","Correa, Carlos",,1931,,6,2017-06-27,1-0,Bot 5,called_strike,199e6aa5-3ac2-467b-9e01-debf188bd666
CH,82.8,,"Manaea, Sean","Correa, Carlos",,879,,12,2017-06-27,0-0,Bot 5,ball,60411888-153f-4705-9e62-f26797ccc709
SI,90.9,,"Manaea, Sean","Correa, Carlos",,2110,,8,2017-06-27,3-2,Bot 3,swinging_strike,feddda83-c54f-4715-aac7-12b194ff2843
SI,91.3,,"Manaea, Sean","Correa, Carlos",,1911,,14,2017-06-27,2-2,Bot 3,ball,6b646737-b504-450a-9d5d-9cd6f21ecb50
CH,83.6,,"Manaea, Sean","Correa, Carlos",,1379,,9,2017-06-27,2-1,Bot 3,foul,9e310610-6ad1-4037-9eba-c0658ab3abab
SI,91.2,,"Manaea, Sean","Correa, Carlos",,1887,,4,2017-06-27,2-0,Bot 3,foul,9190a5cd-85ab-4fee-b6b6-3634de7d5142
SI,90.7,,"Manaea, Sean","Correa, Carlos",,1866,,12,2017-06-27,1-0,Bot 3,ball,fd7350e3-b94c-40dc-b442-bd4b63e0cfe4
SI,90.8,,"Manaea, Sean","Correa, Carlos",,1868,,14,2017-06-27,0-0,Bot 3,ball,3ab6ddaa-162a-41e9-a65c-4baba8a051b8
CH,85.4,,"Madson, Ryan","Correa, Carlos",,1937,,8,2017-06-27,2-2,Bot 7,swinging_strike,f5712e59-a30f-4249-9969-a51b3148be15
CU,83.2,,"Madson, Ryan","Correa, Carlos",,2489,,14,2017-06-27,1-2,Bot 7,ball,6db33516-4677-427a-8343-c89b5d13a75a
CU,83.6,,"Madson, Ryan","Correa, Carlos",,2608,,14,2017-06-27,0-2,Bot 7,ball,f6664601-0eef-4af1-97e9-a80a4efb667a
FF,96.3,,"Madson, Ryan","Correa, Carlos",,2366,,2,2017-06-27,0-1,Bot 7,foul,0d9497f4-7606-41bb-980c-1f3a6ad1d768
FF,97.3,99.8,"Madson, Ryan","Correa, Carlos",308,2434,19,6,2017-06-27,0-0,Bot 7,foul,89239eaf-2cbf-4318-9f9a-e4a1b581aae3
SI,91.6,,"Manaea, Sean","Correa, Carlos",,2133,,14,2017-06-27,3-1,Bot 1,ball,6a358643-75ea-4300-9a31-5159b3cc04ee
SI,90.9,,"Manaea, Sean","Correa, Carlos",,2128,,4,2017-06-27,3-0,Bot 1,called_strike,8c705776-bef7-40c0-bc50-6f6db4945671
SI,91.8,,"Manaea, Sean","Correa, Carlos",,2099,,7,2017-06-27,2-0,Bot 1,ball,f9f9a488-2a88-49f8-8f8e-a1ef1acd7d1b
CH,84.5,,"Manaea, Sean","Correa, Carlos",,1386,,13,2017-06-27,1-0,Bot 1,ball,b4cc057d-bffc-4ca6-b2ea-1d5077447f0c
SI,91.3,,"Manaea, Sean","Correa, Carlos",,2093,,14,2017-06-27,0-0,Bot 1,ball,edd1ff0f-c252-4adb-a81a-8a3e36b8d4c3
FT,93.9,71.4,"Casilla, Santiago","Correa, Carlos",203,2475,20,1,2017-06-27,1-1,Bot 9,hit_into_play,5b819241-7da3-4c8e-8b5d-dceed15acec6
FT,94.4,,"Casilla, Santiago","Correa, Carlos",,2480,,14,2017-06-27,1-0,Bot 9,called_strike,0da6cb2c-f892-4aab-b348-f2233d240491
FT,93.4,,"Casilla, Santiago","Correa, Carlos",,2324,,11,2017-06-27,0-0,Bot 9,ball,11eb9474-6b32-42d7-a129-cb1e5144e43a
FF,89.3,111.8,"Miranda, Aríel","Correa, Carlos",328,2294,13,5,2017-06-25,0-0,Top 6,hit_into_play,7806e044-6ab3-4d17-8194-d573e5026d0f
SL,80.0,104.8,"Miranda, Aríel","Correa, Carlos",375,1056,18,6,2017-06-25,0-1,Top 4,hit_into_play,515ba129-1d6c-43f0-853d-c6298ee00209
FF,91.0,,"Miranda, Aríel","Correa, Carlos",,2387,,4,2017-06-25,0-0,Top 4,called_strike,ab1368bf-2f89-4c7b-a91b-47be2ad52cec
SL,81.4,59.9,"Miranda, Aríel","Correa, Carlos",63,1100,7,13,2017-06-25,2-2,Top 1,hit_into_play,acbae6bc-48be-47e3-909a-8c4fb8ce5c3a
FF,98.0,82.6,"Altavilla, Dan","Correa, Carlos",23,2515,-6,1,2017-06-25,1-2,Top 9,hit_into_play,c1947997-16b7-4aed-b9b7-9cf5e2ea5339
FF,91.8,,"Miranda, Aríel","Correa, Carlos",,2491,,13,2017-06-25,2-1,Top 1,called_strike,b2858572-1e1a-49c5-be9b-e254238a20fd
SL,88.3,,"Altavilla, Dan","Correa, Carlos",,,,13,2017-06-25,1-2,Top 9,foul,2584c558-0a94-40da-aa50-b8ff288af404
SL,87.6,,"Altavilla, Dan","Correa, Carlos",,,,9,2017-06-25,1-1,Top 9,swinging_strike,8dfdf300-e275-4967-8a50-f1920814df58
FS,84.0,,"Miranda, Aríel","Correa, Carlos",,2284,,14,2017-06-25,1-1,Top 1,ball,5b76c143-e978-432e-86d1-3d25194e76f6
SL,83.2,,"Miranda, Aríel","Correa, Carlos",,1963,,12,2017-06-25,0-1,Top 1,ball,4c4ea669-90e9-4b4c-aa14-376798c2bff9
SL,89.6,,"Altavilla, Dan","Correa, Carlos",,2827,,14,2017-06-25,0-1,Top 9,blocked_ball,7b8b3aaf-2038-411b-97a5-4a52b783ba89
FF,97.3,,"Altavilla, Dan","Correa, Carlos",,2515,,11,2017-06-25,0-0,Top 9,foul,7308bba0-313e-4a94-8b9d-99e7943256d4
FF,91.8,82.3,"Miranda, Aríel","Correa, Carlos",190,2402,62,8,2017-06-25,0-0,Top 1,foul,d302380d-949f-41ee-b32e-d2a91e19f937
SI,95.3,72.9,"Pazos, James","Correa, Carlos",196,2125,20,4,2017-06-25,1-1,Top 9,hit_into_play,2e5772e7-4010-4793-b374-65748affc7e5
SI,94.6,112.2,"Pazos, James","Correa, Carlos",11,1953,-15,2,2017-06-25,1-0,Top 9,foul,89533b34-c6bc-4254-8ed0-ec119f50c892
SI,95.6,,"Pazos, James","Correa, Carlos",,2105,,11,2017-06-25,0-0,Top 9,ball,b8fc8f35-6063-4700-bccc-b5225bc927d4
SL,83.1,86.9,"Gaviglio, Sam","Correa, Carlos",319,2218,23,9,2017-06-24,0-0,Top 5,hit_into_play,2de2a41f-7c6c-40b5-bb40-e1f36387a441
SL,83.7,,"Gaviglio, Sam","Correa, Carlos",,,,14,2017-06-24,0-2,Top 3,swinging_strike,793f772b-304e-4521-8858-e7e762f71e7e
SI,87.8,70.8,"Gaviglio, Sam","Correa, Carlos",131,2051,14,4,2017-06-24,0-1,Top 3,foul,b785535b-ee62-4dc3-9903-09dab2ce4c82
SI,89.7,,"Gaviglio, Sam","Correa, Carlos",,2121,,9,2017-06-24,0-0,Top 3,called_strike,2867c669-f888-4566-933e-2ce36bd017c1
SL,81.5,,"Gaviglio, Sam","Correa, Carlos",,2239,,14,2017-06-24,3-2,Top 1,blocked_ball,bf6eb770-d691-4496-ad33-311a5523dcf4
SL,84.5,,"Gaviglio, Sam","Correa, Carlos",,,,14,2017-06-24,3-1,Top 1,swinging_strike,6ac86b9a-28fa-444c-8fbc-77713312fb6a
FF,98.4,102.1,"Altavilla, Dan","Correa, Carlos",62,2530,1,5,2017-06-24,0-0,Top 9,hit_into_play,82050c8f-c0f5-41c1-8ba9-677706dad105
SL,84.9,,"Gaviglio, Sam","Correa, Carlos",,2141,,14,2017-06-24,2-1,Top 1,ball,04467eb8-7193-460c-8922-18c3b9659309
SI,89.6,,"Gaviglio, Sam","Correa, Carlos",,2270,,14,2017-06-24,1-1,Top 1,ball,c3c10715-c212-4ea1-9308-b25ffeea3871
SI,90.4,,"Gaviglio, Sam","Correa, Carlos",,2214,,5,2017-06-24,1-0,Top 1,called_strike,4f7f754d-7f6b-4c05-91b9-a5a83d645d14
SL,85.2,,"Gaviglio, Sam","Correa, Carlos",,2182,,14,2017-06-24,0-0,Top 1,ball,0f05d0e2-e47e-4eae-9c57-f545b620cc92
SL,75.4,90.3,"Cishek, Steve","Correa, Carlos",218,2265,13,14,2017-06-24,3-1,Top 7,hit_into_play,f43dc0d7-a468-48aa-9301-080c40a25e7f
SI,88.5,,"Cishek, Steve","Correa, Carlos",,2141,,13,2017-06-24,2-1,Top 7,blocked_ball,98e8169c-cdf8-4e32-a97b-6429b720f4d6
SI,87.7,,"Cishek, Steve","Correa, Carlos",,2249,,12,2017-06-24,1-1,Top 7,ball,6a0638da-15f1-4287-8d7c-70b10a8eed42
SL,75.9,,"Cishek, Steve","Correa, Carlos",,2386,,14,2017-06-24,0-1,Top 7,ball,30836890-c515-447c-93b5-8da2976d9dc4
SL,75.8,,"Cishek, Steve","Correa, Carlos",,2381,,8,2017-06-24,0-0,Top 7,called_strike,126ea0dc-0345-4077-9387-84adf72f51eb
CH,87.3,96.3,"Hernández, Félix","Correa, Carlos",329,1974,17,8,2017-06-23,3-2,Top 5,hit_into_play,7b91a03f-ac6c-43de-881a-d8696ae69edd
